Time, EngineRpmTarget, ActiveProgram, FuelLevelPercentage, Rpm, EngineTemperature, EngineVoltage, EngineBatteryVoltage, GeneratorWorkHours, ServiceHours, EngineStatus, PartialChargedCurrent, PartialDischargedCurrent, PartialCycleTime, FuelAvgConsumption, LoadPower, GeneratorPower, BatteryPowerDuringCharge, BatteryDcCurrent, GeneratorDcCurrent, BusDcVoltage, LoadDcCurrent, LoadKWh, AlternatorTemperature, RectifierTemperature, EngineWorkHours, EngineDiagStatus1, EngineDiagStatus2, EngineDiagStatus3, EngineDiagStatus4, EngineDiagStatus5, EngineDiagStatus6, ThrottlePosition_Desired, AirMass, FanActiveReq, Torque, InternalTemperature_Actual, AmbientPressure, FuelLevel, FuelTankCapacity, TotalRefill, FuelAutonomyHours, BatteryPackSize, GeneratorTotalEnergy, TimeLeftToSwitchOff, Dod, Soc, ChargeStage1Time, ChargeStage2Time, ChargeStageTotalTime, ChargeCycleTotal, ChargeCyclePartial, GeneratorDcVoltage, StartAttempts, ECU_InjectionQuantity, ECU_StartIInjection, ECU_FuelRailPressure, ECU_IgnitionAdvanceAngle, ECU_AirSystemThrottleValvePosition, ECU_IntakeAirPressure, ECU_IntakeAirTemperature, ECU_CombustionPressureCurve, BatteryChargerStatus, GovernorStatus, SpeedControlStatus, TotalBatteryEnergy, IntegralBatteryPowerDuringCharge, BatteryPowerDuringDischarge, EnergyGeneratedFromLastCharge, IntegralBatteryPowerDuringDischarge, IntegralEnergyGeneratedFromLastCharge, DeltaAirPressure, DischargeTime, EnginePerformance, [EV]Feedback KG, [EV]High alternator temperature , [EV]User alarm 1, [EV]High rectifier temperature, [EV]Feedback KB, [EV]Temperature alarm shutdown, [EV]High battery voltage, [EV]Low battery voltage, [EV]High load current, [EV]High generator current, [EV]High battery current, [EV]High battery temperature, [EV]Start failure, [EV]Mechanical fault, [EV]Temp. prealarm (analog), [EV]High engine temp. (analog), [EV]Fuel prealarm (analog), [EV]Low fuel level (analog), [EV]Low RPM, [EV]High RPM, [EV]Service, [EV]High GE temp. (digital), [EV]Low fuel level (digital), [EV]Emergency stop, [EV]Low engine battery voltage, [EV]High engine battery voltage , [EV]Battery temperature prealarm, [EV]Low generator current, [EV]Canbus COM error, [EV]Canbus RED lamp, [EV]Canbus AMBER lamp, [EV]Canbus Protection lamp, [EV]High generator voltage, [EV]Low generator voltage, [EV]Over voltage protection, [EV]kb status, [EV]kg status, [EV]ks status, [EV]km status, [EV]Op status, [EV]Engine Run status, [EV]GeRpmFailure, [EV]GeBatChargeFailure, [EV]GeLowFuelLevel, [EV]GeEngineStartFailure, [EV]GeLowBatLevel, [EV]GeEcuComm, [EV]GEAltCtlComm, [EV]TrendEnginePerformance, [EV]TrendBatHeat, [EV]TrendRectifierHeat, [EV]TrendAlternatorHeat, [EV]TrendEngineHeat, [EV]TrendAirFilterClog, [EV]low Battery Voltage, [EV]Status, [EV]AltCtlComm, [EV]EcuDisconnected, [EV]EcuOff
03/15/2022 11:02:45 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:02:47 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:02:53 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.6 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:02:55 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:02:57 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.6 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:02:59 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:01 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:03 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:05 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.6 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:07 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.6 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:09 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.6 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:11 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.6 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:15 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:17 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:19 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:21 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:23 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:25 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:27 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:29 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
03/15/2022 11:03:31 , 0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,248 ,0 ,0 ,5 ,0 ,0 ,0.6 ,0 ,0 ,12 ,0 ,48.5 ,12.5 ,0 ,0 ,0 ,00:00:00 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0x0000 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1000 ,0 ,0 ,100 ,0 ,0 ,4 ,96 ,0 ,0 ,0 ,0 ,0 ,2.1 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
